Plant|Supplier|CompanyCode|PoNumber|PoItem|DeletionIndicator|Material|StorageLocaction|OrderQuantity|OrderUnit|CompletelyDelivered|ItemCreationDate|PurchaseReq|PurchasReqItem|Division|PoType
147A|BEC0AA0|147A|4500068179|00220||K4099503|SL82|18.000|ST||31/07/2023|0033541115|00360|10|YTPL
147A|BEC0AA0|147A|4500068179|00230||K4796301|SL82|3.000|ST||31/07/2023|0033541115|00370|10|YTPL
147A|BEC0AA0|147A|4500068179|00240||K4002008|SL82|3.000|ST||31/07/2023|0033541115|00420|10|YTPL
147A|BEC0AA0|147A|4500068179|00250||K4006808|SL82|3.000|ST||31/07/2023|0033541115|00430|10|YTPL
147A|BEC0AA0|147A|4500068179|00260||K4007008|SL82|3.000|ST||31/07/2023|0033541115|00440|10|YTPL
147A|BEC0AA0|147A|4500068179|00270||K3994903|SL82|3.000|ST||31/07/2023|0033541115|00450|10|YTPL
147A|BEC0AA0|147A|4500068179|00280||K4007104|SL82|3.000|ST||31/07/2023|0033541115|00470|10|YTPL
147A|BEC0AA0|147A|4500068179|00290||K0597000|SL82|6.000|ST||31/07/2023|0033541115|00570|10|YTPL
147A|BEC0AA0|147A|4500068179|00300||K0597500|SL82|3.000|ST||31/07/2023|0033541115|00580|10|YTPL
147A|BEC0AA0|147A|4500068179|00310||K4801500|SL82|3.000|ST||31/07/2023|0033541115|00590|10|YTPL
147A|BEC0AA0|147A|4500068179|00320||K3280900|SL82|9.000|ST||31/07/2023|0033541115|00600|10|YTPL
850A|BEC0AA0|850A|4500068181|00010||K5441800|SL82|1800.000|ST||31/07/2023|0033706431|00010|10|YTPL
850A|BEC0AA0|850A|4500068181|00020||K5441000|SL82|1296.000|ST||31/07/2023|0033706431|00030|10|YTPL
850A|BEC0AA0|850A|4500068181|00030||K3391400|SL82|1080.000|ST||31/07/2023|0033706431|00040|10|YTPL
850A|BEC0AA0|850A|4500068181|00040||K3391300|SL82|936.000|ST||31/07/2023|0033706431|00050|10|YTPL
850A|BEC0AA0|850A|4500068181|00050||K1287100|SL82|858.000|ST||31/07/2023|0033706431|00060|10|YTPL
850A|BEC0AA0|850A|4500068181|00060||K3391500|SL82|1944.000|ST||31/07/2023|0033706431|00070|10|YTPL
850A|BEC0AA0|850A|4500068181|00070||K0608600|SL82|2160.000|ST||31/07/2023|0033706431|00080|10|YTPL
850A|BEC0AA0|850A|4500068181|00080||K5441100|SL82|2232.000|ST||31/07/2023|0033706431|00090|10|YTPL
850A|BEC0AA0|850A|4500068181|00090||K2387704|SL82|2880.000|ST||31/07/2023|0033706431|00100|10|YTPL
850A|BEC0AA0|850A|4500068181|00100||K5116100|SL82|702.000|ST||31/07/2023|0033706431|00110|10|YTPL
850A|BEC0AA0|850A|4500068181|00110||K4150606|SL82|792.000|ST||31/07/2023|0033706431|00120|10|YTPL
850A|BEC0AA0|850A|4500068181|00120||K4187904|SL82|648.000|ST||31/07/2023|0033706431|00130|10|YTPL
850A|BEC0AA0|850A|4500068181|00130||K3035304|SL82|864.000|ST||31/07/2023|0033706431|00140|10|YTPL
850A|BEC0AA0|850A|4500068181|00140||K5442000|SL82|576.000|ST||31/07/2023|0033706431|00150|10|YTPL
850A|BEC0AA0|850A|4500068181|00150||K4188104|SL82|504.000|ST||31/07/2023|0033706431|00160|10|YTPL
850A|BEC0AA0|850A|4500068181|00160||K4187504|SL82|504.000|ST||31/07/2023|0033706431|00170|10|YTPL
850A|BEC0AA0|850A|4500068181|00170||K3003302|SL82|504.000|ST||31/07/2023|0033706431|00180|10|YTPL
850A|BEC0AA0|850A|4500068181|00180||K3392700|SL82|504.000|ST||31/07/2023|0033706431|00190|10|YTPL
850A|BEC0AA0|850A|4500068181|00190||K3393000|SL82|504.000|ST||31/07/2023|0033706431|00200|10|YTPL
850A|BEC0AA0|850A|4500068181|00200||K3281100|SL82|486.000|ST||31/07/2023|0033706431|00210|10|YTPL
850A|BEC0AA0|850A|4500068181|00210||K5116000|SL82|462.000|ST||31/07/2023|0033706431|00220|10|YTPL
850A|BEC0AA0|850A|4500068181|00220||K3280800|SL82|447.000|ST||31/07/2023|0033706431|00230|10|YTPL
850A|BEC0AA0|850A|4500068181|00230||K2983602|SL82|432.000|ST||31/07/2023|0033706431|00240|10|YTPL
850A|BEC0AA0|850A|4500068181|00240||K4798900|SL82|432.000|ST||31/07/2023|0033706431|00250|10|YTPL
850A|BEC0AA0|850A|4500068181|00250||K4180405|SL82|432.000|ST||31/07/2023|0033706431|00260|10|YTPL
850A|BEC0AA0|850A|4500068181|00260||K3003802|SL82|432.000|ST||31/07/2023|0033706431|00270|10|YTPL
850A|BEC0AA0|850A|4500068181|00270||K3392900|SL82|432.000|ST||31/07/2023|0033706431|00280|10|YTPL
850A|BEC0AA0|850A|4500068181|00280||K1287000|SL82|363.000|ST||31/07/2023|0033706431|00290|10|YTPL
850A|BEC0AA0|850A|4500068181|00290||K3393100|SL82|360.000|ST||31/07/2023|0033706431|00300|10|YTPL
850A|BEC0AA0|850A|4500068181|00300||K0626402|SL82|360.000|ST||31/07/2023|0033706431|00310|10|YTPL
850A|BEC0AA0|850A|4500068181|00310||K3391700|SL82|288.000|ST||31/07/2023|0033706431|00320|10|YTPL
850A|BEC0AA0|850A|4500068181|00320||K2983402|SL82|288.000|ST||31/07/2023|0033706431|00330|10|YTPL
850A|BEC0AA0|850A|4500068181|00330||K2983702|SL82|288.000|ST||31/07/2023|0033706431|00340|10|YTPL
850A|BEC0AA0|850A|4500068181|00340||K4799300|SL82|288.000|ST||31/07/2023|0033706431|00350|10|YTPL
850A|BEC0AA0|850A|4500068181|00350||K4800300|SL82|288.000|ST||31/07/2023|0033706431|00360|10|YTPL
850A|BEC0AA0|850A|4500068181|00360||K4800000|SL82|288.000|ST||31/07/2023|0033706431|00370|10|YTPL
850A|BEC0AA0|850A|4500068181|00370||K4468700|SL82|288.000|ST||31/07/2023|0033706431|00380|10|YTPL
850A|BEC0AA0|850A|4500068181|00380||K5114500|SL82|288.000|ST||31/07/2023|0033706431|00390|10|YTPL
850A|BEC0AA0|850A|4500068181|00390||K1427000|SL82|288.000|ST||31/07/2023|0033706431|00400|10|YTPL
850A|BEC0AA0|850A|4500068181|00400||K1163000|SL82|288.000|ST||31/07/2023|0033706431|00410|10|YTPL
850A|BEC0AA0|850A|4500068181|00410||K1162900|SL82|288.000|ST||31/07/2023|0033706431|00420|10|YTPL
850A|BEC0AA0|850A|4500068181|00420||K4188204|SL82|288.000|ST||31/07/2023|0033706431|00430|10|YTPL
850A|BEC0AA0|850A|4500068181|00430||K1477900|SL82|288.000|ST||31/07/2023|0033706431|00440|10|YTPL
850A|BEC0AA0|850A|4500068181|00440||K4468900|SL82|432.000|ST||31/07/2023|0033706431|00450|10|YTPL
850A|BEC0AA0|850A|4500068181|00450||K4469000|SL82|432.000|ST||31/07/2023|0033706431|00460|10|YTPL
850A|BEC0AA0|850A|4500068181|00460||K4085503|SL82|288.000|ST||31/07/2023|0033706431|00470|10|YTPL
850A|BEC0AA0|850A|4500068181|00470||K3392500|SL82|288.000|ST||31/07/2023|0033706431|00480|10|YTPL
850A|BEC0AA0|850A|4500068181|00480||K5229100|SL82|279.000|ST||31/07/2023|0033706431|00490|10|YTPL
850A|BEC0AA0|850A|4500068181|00490||K5114700|SL82|261.000|ST||31/07/2023|0033706431|00500|10|YTPL
850A|BEC0AA0|850A|4500068181|00500||K4350500|SL82|255.000|ST||31/07/2023|0033706431|00510|10|YTPL
850A|BEC0AA0|850A|4500068181|00510||K5115900|SL82|255.000|ST||31/07/2023|0033706431|00520|10|YTPL
850A|BEC0AA0|850A|4500068181|00520||K3281000|SL82|246.000|ST||31/07/2023|0033706431|00530|10|YTPL
850A|BEC0AA0|850A|4500068181|00530||K1287300|SL82|225.000|ST||31/07/2023|0033706431|00540|10|YTPL
850A|BEC0AA0|850A|4500068181|00540||K4294700|SL82|219.000|ST||31/07/2023|0033706431|00550|10|YTPL
850A|BEC0AA0|850A|4500068181|00550||K5446301|SL82|216.000|ST||31/07/2023|0033706431|00560|10|YTPL
850A|BEC0AA0|850A|4500068181|00560||K3391900|SL82|216.000|ST||31/07/2023|0033706431|00570|10|YTPL
850A|BEC0AA0|850A|4500068181|00570||K2983302|SL82|216.000|ST||31/07/2023|0033706431|00580|10|YTPL
850A|BEC0AA0|850A|4500068181|00580||K2983902|SL82|216.000|ST||31/07/2023|0033706431|00590|10|YTPL
850A|BEC0AA0|850A|4500068181|00590||K2984002|SL82|216.000|ST||31/07/2023|0033706431|00600|10|YTPL
850A|BEC0AA0|850A|4500068181|00600||K4798800|SL82|216.000|ST||31/07/2023|0033706431|00610|10|YTPL
850A|BEC0AA0|850A|4500068181|00610||K4799900|SL82|216.000|ST||31/07/2023|0033706431|00620|10|YTPL
850A|BEC0AA0|850A|4500068181|00620||K4799100|SL82|216.000|ST||31/07/2023|0033706431|00630|10|YTPL
850A|BEC0AA0|850A|4500068181|00630||K2885403|SL82|216.000|ST||31/07/2023|0033706431|00640|10|YTPL
850A|BEC0AA0|850A|4500068181|00640||K0628002|SL82|216.000|ST||31/07/2023|0033706431|00650|10|YTPL
850A|BEC0AA0|850A|4500068181|00650||K0626202|SL82|216.000|ST||31/07/2023|0033706431|00660|10|YTPL
850A|BEC0AA0|850A|4500068181|00660||K1162800|SL82|216.000|ST||31/07/2023|0033706431|00670|10|YTPL
850A|BEC0AA0|850A|4500068181|00670||K4187804|SL82|216.000|ST||31/07/2023|0033706431|00680|10|YTPL
850A|BEC0AA0|850A|4500068181|00680||K4797201|SL82|216.000|ST||31/07/2023|0033706431|00690|10|YTPL
850A|BEC0AA0|850A|4500068181|00690||K4796101|SL82|216.000|ST||31/07/2023|0033706431|00700|10|YTPL
850A|BEC0AA0|850A|4500068181|00700||K4797501|SL82|216.000|ST||31/07/2023|0033706431|00710|10|YTPL
850A|BEC0AA0|850A|4500068181|00710||K3995703|SL82|216.000|ST||31/07/2023|0033706431|00720|10|YTPL
850A|BEC0AA0|850A|4500068181|00720||K3995604|SL82|216.000|ST||31/07/2023|0033706431|00730|10|YTPL
850A|BEC0AA0|850A|4500068181|00730||K2340003|SL82|216.000|ST||31/07/2023|0033706431|00740|10|YTPL
850A|BEC0AA0|850A|4500068181|00740||K2782404|SL82|216.000|ST||31/07/2023|0033706431|00750|10|YTPL
850A|BEC0AA0|850A|4500068181|00750||K3011003|SL82|216.000|ST||31/07/2023|0033706431|00760|10|YTPL
850A|BEC0AA0|850A|4500068181|00760||K1478401|SL82|216.000|ST||31/07/2023|0033706431|00770|10|YTPL
850A|BEC0AA0|850A|4500068181|00770||K5115000|SL82|204.000|ST||31/07/2023|0033706431|00780|10|YTPL
850A|BEC0AA0|850A|4500068181|00780||K5115200|SL82|198.000|ST||31/07/2023|0033706431|00790|10|YTPL
850A|BEC0AA0|850A|4500068181|00790||K5115300|SL82|171.000|ST||31/07/2023|0033706431|00800|10|YTPL
850A|BEC0AA0|850A|4500068181|00800||K5229300|SL82|165.000|ST||31/07/2023|0033706431|00810|10|YTPL
850A|BEC0AA0|850A|4500068181|00810||K1286900|SL82|162.000|ST||31/07/2023|0033706431|00820|10|YTPL
850A|BEC0AA0|850A|4500068181|00820||K3280900|SL82|159.000|ST||31/07/2023|0033706431|00830|10|YTPL
850A|BEC0AA0|850A|4500068181|00830||K4149904|SL82|144.000|ST||31/07/2023|0033706431|00840|10|YTPL
850A|BEC0AA0|850A|4500068181|00840||K5445801|SL82|144.000|ST||31/07/2023|0033706431|00850|10|YTPL
850A|BEC0AA0|850A|4500068181|00850||K5445901|SL82|144.000|ST||31/07/2023|0033706431|00860|10|YTPL
850A|BEC0AA0|850A|4500068181|00860||K5446001|SL82|144.000|ST||31/07/2023|0033706431|00870|10|YTPL
850A|BEC0AA0|850A|4500068181|00870||K2915503|SL82|144.000|ST||31/07/2023|0033706431|00880|10|YTPL
850A|BEC0AA0|850A|4500068181|00880||K2983202|SL82|144.000|ST||31/07/2023|0033706431|00890|10|YTPL
850A|BEC0AA0|850A|4500068181|00890||K2984202|SL82|144.000|ST||31/07/2023|0033706431|00900|10|YTPL
850A|BEC0AA0|850A|4500068181|00900||K2983102|SL82|144.000|ST||31/07/2023|0033706431|00910|10|YTPL
850A|BEC0AA0|850A|4500068181|00910||K4800401|SL82|144.000|ST||31/07/2023|0033706431|00920|10|YTPL
850A|BEC0AA0|850A|4500068181|00920||K4798201|SL82|144.000|ST||31/07/2023|0033706431|00930|10|YTPL
850A|BEC0AA0|850A|4500068181|00930||K4798300|SL82|144.000|ST||31/07/2023|0033706431|00940|10|YTPL
850A|BEC0AA0|850A|4500068181|00940||K4182003|SL82|144.000|ST||31/07/2023|0033706431|00950|10|YTPL
850A|BEC0AA0|850A|4500068181|00950||K0626303|SL82|144.000|ST||31/07/2023|0033706431|00960|10|YTPL
850A|BEC0AA0|850A|4500068181|00960||K0627101|SL82|144.000|ST||31/07/2023|0033706431|00970|10|YTPL
850A|BEC0AA0|850A|4500068181|00970||K0626102|SL82|144.000|ST||31/07/2023|0033706431|00990|10|YTPL
850A|BEC0AA0|850A|4500068181|00980||K0626001|SL82|144.000|ST||31/07/2023|0033706431|01000|10|YTPL
850A|BEC0AA0|850A|4500068181|00990||K0626601|SL82|144.000|ST||31/07/2023|0033706431|01010|10|YTPL
850A|BEC0AA0|850A|4500068181|01000||K1167200|SL82|144.000|ST||31/07/2023|0033706431|01020|10|YTPL
850A|BEC0AA0|850A|4500068181|01010||K4188004|SL82|144.000|ST||31/07/2023|0033706431|01030|10|YTPL
850A|BEC0AA0|850A|4500068181|01020||K2783801|SL82|144.000|ST||31/07/2023|0033706431|01040|10|YTPL
850A|BEC0AA0|850A|4500068181|01030||K4796901|SL82|144.000|ST||31/07/2023|0033706431|01050|10|YTPL
850A|BEC0AA0|850A|4500068181|01040||K4797401|SL82|144.000|ST||31/07/2023|0033706431|01060|10|YTPL
850A|BEC0AA0|850A|4500068181|01050||K4797301|SL82|144.000|ST||31/07/2023|0033706431|01070|10|YTPL
850A|BEC0AA0|850A|4500068181|01060||K4797101|SL82|144.000|ST||31/07/2023|0033706431|01080|10|YTPL
850A|BEC0AA0|850A|4500068181|01070||K3996704|SL82|144.000|ST||31/07/2023|0033706431|01090|10|YTPL
850A|BEC0AA0|850A|4500068181|01080||K2892803|SL82|144.000|ST||31/07/2023|0033706431|01100|10|YTPL
850A|BEC0AA0|850A|4500068181|01090||K2339803|SL82|144.000|ST||31/07/2023|0033706431|01110|10|YTPL
850A|BEC0AA0|850A|4500068181|01100||K4371904|SL82|144.000|ST||31/07/2023|0033706431|01120|10|YTPL
850A|BEC0AA0|850A|4500068181|01110||K2892903|SL82|144.000|ST||31/07/2023|0033706431|01130|10|YTPL
850A|BEC0AA0|850A|4500068181|01120||K3996603|SL82|144.000|ST||31/07/2023|0033706431|01140|10|YTPL
850A|BEC0AA0|850A|4500068181|01130||K4372404|SL82|144.000|ST||31/07/2023|0033706431|01150|10|YTPL
850A|BEC0AA0|850A|4500068181|01140||K4371705|SL82|144.000|ST||31/07/2023|0033706431|01160|10|YTPL
850A|BEC0AA0|850A|4500068181|01150||K4350600|SL82|129.000|ST||31/07/2023|0033706431|01170|10|YTPL
850A|BEC0AA0|850A|4500068181|01160||K5115700|SL82|120.000|ST||31/07/2023|0033706431|01180|10|YTPL
850A|BEC0AA0|850A|4500068181|01170||K5115600|SL82|93.000|ST||31/07/2023|0033706431|01190|10|YTPL
850A|BEC0AA0|850A|4500068181|01180||K5115400|SL82|87.000|ST||31/07/2023|0033706431|01200|10|YTPL
850A|BEC0AA0|850A|4500068181|01190||K5446401|SL82|72.000|ST||31/07/2023|0033706431|01210|10|YTPL
850A|BEC0AA0|850A|4500068181|01200||K2821701|SL82|72.000|ST||31/07/2023|0033706431|01220|10|YTPL
850A|BEC0AA0|850A|4500068181|01210||K3392300|SL82|72.000|ST||31/07/2023|0033706431|01230|10|YTPL
850A|BEC0AA0|850A|4500068181|01220||K3391800|SL82|72.000|ST||31/07/2023|0033706431|01240|10|YTPL
850A|BEC0AA0|850A|4500068181|01230||K2915403|SL82|72.000|ST||31/07/2023|0033706431|01250|10|YTPL
850A|BEC0AA0|850A|4500068181|01240||K2915003|SL82|72.000|ST||31/07/2023|0033706431|01260|10|YTPL
850A|BEC0AA0|850A|4500068181|01250||K2915603|SL82|72.000|ST||31/07/2023|0033706431|01270|10|YTPL
850A|BEC0AA0|850A|4500068181|01260||K2984802|SL82|72.000|ST||31/07/2023|0033706431|01280|10|YTPL
850A|BEC0AA0|850A|4500068181|01270||K2985002|SL82|72.000|ST||31/07/2023|0033706431|01290|10|YTPL
850A|BEC0AA0|850A|4500068181|01280||K2983802|SL82|72.000|ST||31/07/2023|0033706431|01300|10|YTPL
850A|BEC0AA0|850A|4500068181|01290||K2985202|SL82|72.000|ST||31/07/2023|0033706431|01310|10|YTPL
850A|BEC0AA0|850A|4500068181|01300||K4799600|SL82|72.000|ST||31/07/2023|0033706431|01320|10|YTPL
850A|BEC0AA0|850A|4500068181|01310||K4468600|SL82|72.000|ST||31/07/2023|0033706431|01330|10|YTPL
850A|BEC0AA0|850A|4500068181|01320||K3523303|SL82|72.000|ST||31/07/2023|0033706431|01340|10|YTPL
850A|BEC0AA0|850A|4500068181|01330||K3522903|SL82|72.000|ST||31/07/2023|0033706431|01350|10|YTPL
850A|BEC0AA0|850A|4500068181|01340||K3523403|SL82|72.000|ST||31/07/2023|0033706431|01360|10|YTPL
850A|BEC0AA0|850A|4500068181|01350||K3523003|SL82|72.000|ST||31/07/2023|0033706431|01370|10|YTPL
850A|BEC0AA0|850A|4500068181|01360||K4180505|SL82|72.000|ST||31/07/2023|0033706431|01380|10|YTPL
850A|BEC0AA0|850A|4500068181|01370||K3459401|SL82|72.000|ST||31/07/2023|0033706431|01390|10|YTPL
850A|BEC0AA0|850A|4500068181|01380||K3459200|SL82|72.000|ST||31/07/2023|0033706431|01400|10|YTPL
850A|BEC0AA0|850A|4500068181|01390||K3459501|SL82|72.000|ST||31/07/2023|0033706431|01410|10|YTPL
850A|BEC0AA0|850A|4500068181|01400||K3458700|SL82|72.000|ST||31/07/2023|0033706431|01420|10|YTPL
850A|BEC0AA0|850A|4500068181|01410||K3459101|SL82|72.000|ST||31/07/2023|0033706431|01430|10|YTPL
850A|BEC0AA0|850A|4500068181|01420||K0627301|SL82|72.000|ST||31/07/2023|0033706431|01440|10|YTPL
850A|BEC0AA0|850A|4500068181|01430||K0627401|SL82|72.000|ST||31/07/2023|0033706431|01450|10|YTPL
850A|BEC0AA0|850A|4500068181|01440||K4187704|SL82|72.000|ST||31/07/2023|0033706431|01460|10|YTPL
850A|BEC0AA0|850A|4500068181|01450||K4187604|SL82|72.000|ST||31/07/2023|0033706431|01470|10|YTPL
850A|BEC0AA0|850A|4500068181|01460||K1455000|SL82|72.000|ST||31/07/2023|0033706431|01480|10|YTPL
850A|BEC0AA0|850A|4500068181|01470||K3994903|SL82|72.000|ST||31/07/2023|0033706431|01490|10|YTPL
850A|BEC0AA0|850A|4500068181|01480||K3996803|SL82|72.000|ST||31/07/2023|0033706431|01500|10|YTPL
850A|BEC0AA0|850A|4500068181|01490||K3995803|SL82|72.000|ST||31/07/2023|0033706431|01510|10|YTPL
850A|BEC0AA0|850A|4500068181|01500||K5115500|SL82|45.000|ST||31/07/2023|0033706431|01520|10|YTPL
850A|BEC0AA0|850A|4500068181|01510||K3392000|SL82|33.000|ST||31/07/2023|0033706431|01530|10|YTPL
850A|BEC0AA0|850A|4500068181|01520||K4276000|SL82|33.000|ST||31/07/2023|0033706431|01540|10|YTPL
850A|BEC0AA0|850A|4500068181|01530||K3119403|SL82|32.000|ST||31/07/2023|0033706431|01550|10|YTPL
850A|BEC0AA0|850A|4500068181|01540||K2915203|SL82|30.000|ST||31/07/2023|0033706431|01560|10|YTPL
850A|BEC0AA0|850A|4500068181|01550||K2915703|SL82|30.000|ST||31/07/2023|0033706431|01570|10|YTPL
850A|BEC0AA0|850A|4500068181|01560||K0628301|SL82|30.000|ST||31/07/2023|0033706431|01580|10|YTPL
850A|BEC0AA0|850A|4500068181|01570||K3458902|SL82|27.000|ST||31/07/2023|0033706431|01590|10|YTPL
850A|BEC0AA0|850A|4500068181|01580||K0626801|SL82|27.000|ST||31/07/2023|0033706431|01600|10|YTPL
850A|BEC0AA0|850A|4500068181|01590||K3392200|SL82|24.000|ST||31/07/2023|0033706431|01610|10|YTPL
850A|BEC0AA0|850A|4500068181|01600||K3392400|SL82|24.000|ST||31/07/2023|0033706431|01620|10|YTPL
850A|BEC0AA0|850A|4500068181|01610||K2915903|SL82|24.000|ST||31/07/2023|0033706431|01630|10|YTPL
850A|BEC0AA0|850A|4500068181|01620||K2915303|SL82|24.000|ST||31/07/2023|0033706431|01640|10|YTPL
850A|BEC0AA0|850A|4500068181|01630||K0628102|SL82|144.000|ST||31/07/2023|0033706431|01650|10|YTPL
850A|FRLIAA0|850A|4500068182|00010||MB519900|SL01|5250.000|ST||31/07/2023|0033685070|00010|40|YKW1
850A|BEC0AA0|850A|4500068183|00010||K4798201|SL82|3.000|ST||31/07/2023|0033706433|00010|10|YTPL
850A|BEC0AA0|850A|4500068183|00020||K4192102|SL82|3.000|ST||31/07/2023|0033706433|00020|10|YTPL
850A|BEC0AA0|850A|4500068183|00030||K3523203|SL82|3.000|ST||31/07/2023|0033706433|00030|10|YTPL
850A|BEC0AA0|850A|4500068183|00040||K1427000|SL82|3.000|ST||31/07/2023|0033706433|00040|10|YTPL
850A|BEC0AA0|850A|4500068183|00050||K4468600|SL82|3.000|ST||31/07/2023|0033706433|00050|10|YTPL
850A|BEC0AA0|850A|4500068183|00060||K5441800|SL82|3.000|ST||31/07/2023|0033706433|00060|10|YTPL
850A|BEC0AA0|850A|4500068183|00070||K1163000|SL82|3.000|ST||31/07/2023|0033706433|00070|10|YTPL
850A|BEC0AA0|850A|4500068183|00080||K3392500|SL82|3.000|ST||31/07/2023|0033706433|00080|10|YTPL
850A|BEC0AA0|850A|4500068183|00090||K3280800|SL82|3.000|ST||31/07/2023|0033706433|00090|10|YTPL
850A|BEC0AA0|850A|4500068183|00100||K3392900|SL82|3.000|ST||31/07/2023|0033706433|00100|10|YTPL
850A|BEC0AA0|850A|4500068183|00110||K4149904|SL82|3.000|ST||31/07/2023|0033706433|00110|10|YTPL
850A|BEC0AA0|850A|4500068183|00120||K3458902|SL82|3.000|ST||31/07/2023|0033706433|00120|10|YTPL
850A|BEC0AA0|850A|4500068183|00130||K3280900|SL82|3.000|ST||31/07/2023|0033706433|00130|10|YTPL
850A|BEC0AA0|850A|4500068183|00140||K1477900|SL82|3.000|ST||31/07/2023|0033706433|00140|10|YTPL
850A|BEC0AA0|850A|4500068183|00150||K3459101|SL82|3.000|ST||31/07/2023|0033706433|00150|10|YTPL
850A|BEC0AA0|850A|4500068183|00160||K4188104|SL82|3.000|ST||31/07/2023|0033706433|00160|10|YTPL
850A|BEC0AA0|850A|4500068183|00170||K5053101|SL82|3.000|ST||31/07/2023|0033706433|00170|10|YTPL
850A|BEC0AA0|850A|4500068183|00180||K4099503|SL82|3.000|ST||31/07/2023|0033706433|00180|10|YTPL
850A|BEC0AA0|850A|4500068183|00190||K2339803|SL82|3.000|ST||31/07/2023|0033706433|00190|10|YTPL
850A|BEC0AA0|850A|4500068183|00200||K2892803|SL82|3.000|ST||31/07/2023|0033706433|00200|10|YTPL
850A|BEC0AA0|850A|4500068183|00210||K3003302|SL82|3.000|ST||31/07/2023|0033706433|00210|10|YTPL
850A|BEC0AA0|850A|4500068183|00220||K4182003|SL82|3.000|ST||31/07/2023|0033706433|00220|10|YTPL
850A|BEC0AA0|850A|4500068183|00230||K3391300|SL82|3.000|ST||31/07/2023|0033706433|00230|10|YTPL
850A|BEC0AA0|850A|4500068183|00240||K3393300|SL82|3.000|ST||31/07/2023|0033706433|00240|10|YTPL
850A|BEC0AA0|850A|4500068183|00250||K4468900|SL82|3.000|ST||31/07/2023|0033706433|00250|10|YTPL
850A|BEC0AA0|850A|4500068183|00260||K0608600|SL82|3.000|ST||31/07/2023|0033706433|00260|10|YTPL
850A|FRLIAA0|850A|4500068184|00010||S1111704|SL01|108.000|ST||31/07/2023||00000|40|YKW1
