Plant|Supplier|CompanyCode|PoNumber|PoItem|DeletionIndicator|Material|StorageLocaction|OrderQuantity|OrderUnit|CompletelyDelivered|ItemCreationDate|PurchaseReq|PurchasReqItem|Division|PoType
850A|ES0OAA0|850A|4500067991|01260||E1900222|SL01|1512.000|ST|X|26/07/2023|0033310751|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01270||E1900322|SL01|1944.000|ST|X|26/07/2023|0033310794|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01280||E1900522|SL01|216.000|ST||26/07/2023|0033310799|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01290||E1900922|SL01|108.000|ST||26/07/2023|0033310868|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01300||E1901022|SL01|108.000|ST|X|26/07/2023|0033310870|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01310||E1901122|SL01|216.000|ST|X|26/07/2023|0033310911|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01320||E1901222|SL01|108.000|ST|X|26/07/2023|0033310941|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01330||E1901322|SL01|216.000|ST|X|26/07/2023|0033310971|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01340||E1901722|SL01|108.000|ST|X|26/07/2023|0033311009|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01350||E1901922|SL01|108.000|ST||26/07/2023|0033311002|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01360||E1904122|SL01|108.000|ST|X|26/07/2023|0033311057|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01370||E1904222|SL01|108.000|ST|X|26/07/2023|0033311076|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01380||E1904322|SL01|108.000|ST||26/07/2023|0033311078|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01390||E1904622|SL01|864.000|ST|X|26/07/2023|0033311130|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01400||E1905022|SL01|648.000|ST|X|26/07/2023|0033311165|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01410||E1905322|SL01|324.000|ST|X|26/07/2023|0033311230|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01420||E1905422|SL01|108.000|ST|X|26/07/2023|0033311240|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01430||E1905622|SL01|108.000|ST|X|26/07/2023|0033311269|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01440||E1907222|SL01|216.000|ST|X|26/07/2023|0033311323|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01450||E1907422|SL01|108.000|ST|X|26/07/2023|0033311377|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01460||E1922621|SL01|12.000|ST|X|26/07/2023|0033320605|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01461||E1922621|SL01|12.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01470||E1922820|SL01|84.000|ST|X|26/07/2023|0033311412|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01480||E1923420|SL01|720.000|ST||26/07/2023|0033320578|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01490||E1923622|SL01|160.000|ST|X|26/07/2023|0033311438|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01491||E1923622|SL01|160.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01500||E1924220|SL01|96.000|ST|X|26/07/2023|0033311464|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01510||E1924500|SL01|18.000|ST||26/07/2023|0033311534|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01520||E1924701|SL01|624.000|ST|X|26/07/2023|0033320663|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01521||E1924701|SL01|300.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01530||E1927103|SL01|372.000|ST|X|26/07/2023|0033311586|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01531||E1927103|SL01|372.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01540||E1928201|SL01|114.000|ST|X|26/07/2023|0033316102|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01550||E1928302|SL01|696.000|ST|X|26/07/2023|0033320695|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01551||E1928302|SL01|696.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01560||E1928702|SL01|222.000|ST|X|26/07/2023|0033325489|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01570||E1936320|SL01|900.000|ST|X|26/07/2023|0033311641|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01580||E1936501|SL01|114.000|ST|X|26/07/2023|0033316131|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01590||E1936700|SL01|396.000|ST|X|26/07/2023|0033311648|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01600||E1938702|SL01|120.000|ST|X|26/07/2023|0033320749|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01601||E1938702|SL01|120.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01610||E1938801|SL01|36.000|ST|X|26/07/2023|0033325499|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01620||E1938901|SL01|72.000|ST|X|26/07/2023|0033325548|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01630||E1939102|SL01|12.000|ST||26/07/2023|0033316121|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01640||E1957301|SL01|420.000|ST|X|26/07/2023|0033311692|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01650||E1957502|SL01|132.000|ST||26/07/2023|0033316166|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01660||E2057901|SL01|894.000|ST|X|26/07/2023|0033320781|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01661||E2057900|SL01|3.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01662||E2057901|SL01|891.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01670||E2118501|SL01|128.000|ST|X|26/07/2023|0033316248|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01680||E2118601|SL01|40.000|ST|X|26/07/2023|0033316238|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01690||E2446501|SL01|324.000|ST|X|26/07/2023|0033311822|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01700||E2446601|SL01|216.000|ST||26/07/2023|0033311879|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01710||E2446801|SL01|324.000|ST||26/07/2023|0033311873|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01720||E2447201|SL01|108.000|ST||26/07/2023|0033311930|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01730||E2615000|SL01|156.000|ST|X|26/07/2023|0033312053|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01740||E2637901|SL01|90.000|ST||26/07/2023|0033316246|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01750||E2645903|SL01|120.000|ST|X|26/07/2023|0033312084|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01751||E2645903|SL01|120.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01760||E2646102|SL01|744.000|ST|X|26/07/2023|0033320854|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01770||E2665801|SL01|12.000|ST|X|26/07/2023|0033325547|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01780||E2666002|SL01|12.000|ST|X|26/07/2023|0033320876|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01781||E2666002|SL01|12.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01790||E2666102|SL01|12.000|ST|X|26/07/2023|0033316262|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01800||E2678501|SL01|552.000|ST|X|26/07/2023|0033320901|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01801||E2678501|SL01|552.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01810||E2678701|SL01|48.000|ST|X|26/07/2023|0033320997|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01811||E2678701|SL01|48.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01820||E2680901|SL01|144.000|ST|X|26/07/2023|0033316315|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01830||E2683400|SL01|156.000|ST|X|26/07/2023|0033312149|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01840||E2683500|SL01|12.000|ST|X|26/07/2023|0033312213|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01850||E2691701|SL01|276.000|ST|X|26/07/2023|0033320990|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01851||E2691701|SL01|276.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01860||E2724100|SL01|30.000|ST|X|26/07/2023|0033312314|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01870||E2724300|SL01|150.000|ST|X|26/07/2023|0033312362|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01880||E2724501|SL01|54.000|ST|X|26/07/2023|0033316325|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01890||E2724701|SL01|36.000|ST|X|26/07/2023|0033316348|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01900||E2755202|SL01|144.000|ST|X|26/07/2023|0033325573|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01901||E2755202|SL01|144.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01910||E2778701|SL01|30.000|ST|X|26/07/2023|0033316345|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01911||E2778701|SL01|30.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|01920||E2795701|SL01|132.000|ST|X|26/07/2023|0033316377|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01930||E2865301|SL01|108.000|ST|X|26/07/2023|0033312357|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01940||E2866201|SL01|216.000|ST||26/07/2023|0033312433|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01950||E2901702|SL01|1038.000|ST|X|26/07/2023|0033312474|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01960||E2902301|SL01|1134.000|ST|X|26/07/2023|0033312488|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01970||E2903500|SL01|420.000|ST|X|26/07/2023|0033312549|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01980||E2906100|SL01|204.000|ST|X|26/07/2023|0033312655|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|01990||E2906402|SL01|432.000|ST||26/07/2023|0033312656|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02000||E2906701|SL01|108.000|ST||26/07/2023|0033321064|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02010||E2907302|SL01|264.000|ST|X|26/07/2023|0033321117|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02011||E2907302|SL01|264.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02020||E2908000|SL01|156.000|ST|X|26/07/2023|0033312693|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02030||E2908101|SL01|204.000|ST|X|26/07/2023|0033312708|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02040||E2909002|SL01|36.000|ST|X|26/07/2023|0033321126|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02041||E2909002|SL01|36.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02050||E2920502|SL01|124.000|ST|X|26/07/2023|0033321141|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02051||E2920502|SL01|124.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02060||E2920901|SL01|936.000|ST|X|26/07/2023|0033321209|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02061||E2920901|SL01|936.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02070||E2921901|SL01|68.000|ST|X|26/07/2023|0033321225|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02071||E2921901|SL01|68.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02080||E2922000|SL01|1296.000|ST|X|26/07/2023|0033312771|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02090||E2922200|SL01|60.000|ST|X|26/07/2023|0033312783|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02100||E2922401|SL01|258.000|ST|X|26/07/2023|0033316443|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02110||E2922601|SL01|888.000|ST|X|26/07/2023|0033316452|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02120||E2977902|SL01|140.000|ST|X|26/07/2023|0033321240|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02121||E2977902|SL01|140.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02130||E2978400|SL01|240.000|ST|X|26/07/2023|0033316552|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02140||E3021200|SL01|108.000|ST|X|26/07/2023|0033321314|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02150||E3021501|SL01|6.000|ST|X|26/07/2023|0033316525|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02151||E3021501|SL01|6.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02160||E3021600|SL01|12.000|ST|X|26/07/2023|0033321305|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02170||E3063202|SL01|48.000|ST|X|26/07/2023|0033321393|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02171||E3063202|SL01|48.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02180||E3064200|SL01|24.000|ST||26/07/2023|0033321388|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02190||E3073001|SL01|252.000|ST|X|26/07/2023|0033321476|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02191||E3073001|SL01|252.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02200||E3073100|SL01|240.000|ST||26/07/2023|0033321509|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02210||E3073201|SL01|96.000|ST|X|26/07/2023|0033321514|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02211||E3073201|SL01|96.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02220||E3108100|SL01|90.000|ST|X|26/07/2023|0033321531|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02230||E3108500|SL01|90.000|ST||26/07/2023|0033321538|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02240||E3108700|SL01|90.000|ST||26/07/2023|0033321580|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02250||E3108900|SL01|90.000|ST||26/07/2023|0033321573|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02260||E3109500|SL01|90.000|ST||26/07/2023|0033321587|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02270||E3110000|SL01|90.000|ST||26/07/2023|0033321592|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02280||E3110100|SL01|90.000|ST||26/07/2023|0033321602|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02290||E3110400|SL01|90.000|ST||26/07/2023|0033321605|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02300||E3112800|SL01|90.000|ST|X|26/07/2023|0033321630|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02310||E3117700|SL01|90.000|ST|X|26/07/2023|0033321694|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02320||E3118100|SL01|90.000|ST|X|26/07/2023|0033321709|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02330||E3119300|SL01|90.000|ST|X|26/07/2023|0033321742|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02340||E3119500|SL01|180.000|ST|X|26/07/2023|0033321750|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02350||E3120300|SL01|90.000|ST|X|26/07/2023|0033321802|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02360||E3120700|SL01|90.000|ST|X|26/07/2023|0033321831|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02370||E3121100|SL01|180.000|ST|X|26/07/2023|0033321847|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02380||E3121500|SL01|540.000|ST|X|26/07/2023|0033321919|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02390||E3121900|SL01|180.000|ST|X|26/07/2023|0033321923|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02400||E3122500|SL01|180.000|ST|X|26/07/2023|0033321915|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02410||E3123701|SL01|90.000|ST|X|26/07/2023|0033321963|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02420||E3124300|SL01|450.000|ST|X|26/07/2023|0033321996|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02430||E3124500|SL01|360.000|ST|X|26/07/2023|0033322001|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02440||E3124700|SL01|90.000|ST|X|26/07/2023|0033322056|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02450||E3124900|SL01|90.000|ST|X|26/07/2023|0033322045|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02460||E3125100|SL01|360.000|ST|X|26/07/2023|0033322078|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02470||E3125300|SL01|540.000|ST|X|26/07/2023|0033322087|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02480||E3125500|SL01|90.000|ST|X|26/07/2023|0033322089|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02490||E3125700|SL01|90.000|ST|X|26/07/2023|0033322117|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02500||E3125900|SL01|180.000|ST|X|26/07/2023|0033322132|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02510||E3126100|SL01|90.000|ST|X|26/07/2023|0033322147|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02520||E3126300|SL01|270.000|ST|X|26/07/2023|0033322191|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02530||E3126700|SL01|360.000|ST|X|26/07/2023|0033322178|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02540||E3126900|SL01|90.000|ST|X|26/07/2023|0033322221|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02550||E3127100|SL01|540.000|ST|X|26/07/2023|0033322266|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02560||E3128100|SL01|90.000|ST|X|26/07/2023|0033322258|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02570||E3128700|SL01|270.000|ST|X|26/07/2023|0033322282|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02580||E3129100|SL01|450.000|ST|X|26/07/2023|0033322304|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02590||E3129600|SL01|180.000|ST|X|26/07/2023|0033322306|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02600||E3129900|SL01|180.000|ST|X|26/07/2023|0033322326|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02610||E3130100|SL01|180.000|ST|X|26/07/2023|0033322362|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02620||E3130300|SL01|90.000|ST|X|26/07/2023|0033322366|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02630||E3131300|SL01|90.000|ST|X|26/07/2023|0033322386|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02640||E3132100|SL01|90.000|ST|X|26/07/2023|0033322417|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02650||E3132300|SL01|90.000|ST|X|26/07/2023|0033322419|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02660||E3132500|SL01|90.000|ST|X|26/07/2023|0033322457|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02670||E3132700|SL01|90.000|ST|X|26/07/2023|0033322514|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02680||E3132900|SL01|90.000|ST|X|26/07/2023|0033322519|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02690||E3133100|SL01|180.000|ST|X|26/07/2023|0033322508|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02700||E3134502|SL01|294.000|ST|X|26/07/2023|0033316548|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02710||E3218100|SL01|90.000|ST||26/07/2023|0033312879|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02720||E3243302|SL01|1632.000|ST|X|26/07/2023|0033322594|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02721||E3243302|SL01|1632.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02730||E3243501|SL01|4.000|ST|X|26/07/2023|0033322571|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02731||E3243501|SL01|4.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02740||E3244001|SL01|696.000|ST||26/07/2023|0033316579|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02750||E3244401|SL01|864.000|ST|X|26/07/2023|0033325609|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02760||E3244800|SL01|792.000|ST||26/07/2023|0033316667|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02770||E3245001|SL01|588.000|ST||26/07/2023|0033322636|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02780||E3245102|SL01|648.000|ST|X|26/07/2023|0033325632|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02781||E3245102|SL01|648.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02790||E3245501|SL01|624.000|ST|X|26/07/2023|0033322646|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02791||E3245501|SL01|624.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02800||E3245701|SL01|136.000|ST|X|26/07/2023|0033322704|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02801||E3245701|SL01|136.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02810||E3266700|SL01|432.000|ST||26/07/2023|0033312986|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02820||E3266800|SL01|540.000|ST||26/07/2023|0033313001|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02830||E3268300|SL01|108.000|ST||26/07/2023|0033313085|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02840||E3272100|SL01|90.000|ST||26/07/2023|0033313108|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02850||E3272300|SL01|90.000|ST||26/07/2023|0033313142|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02860||E3291801|SL01|144.000|ST|X|26/07/2023|0033316683|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02861||E3291801|SL01|144.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02870||E3306800|SL01|18.000|ST||26/07/2023|0033313200|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02880||E3306900|SL01|18.000|ST||26/07/2023|0033313219|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02890||E3307000|SL01|24.000|ST||26/07/2023|0033316743|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02900||E3307101|SL01|36.000|ST|X|26/07/2023|0033322741|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02901||E3307101|SL01|36.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02910||E3307201|SL01|24.000|ST|X|26/07/2023|0033322702|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02911||E3307201|SL01|24.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|02920||E3378900|SL01|180.000|ST||26/07/2023|0033316836|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02930||E3379100|SL01|180.000|ST||26/07/2023|0033316834|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02940||E3379400|SL01|90.000|ST||26/07/2023|0033316859|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02950||E3379500|SL01|90.000|ST||26/07/2023|0033316849|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02960||E3401500|SL01|360.000|ST||26/07/2023|0033316916|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02970||E3401700|SL01|180.000|ST||26/07/2023|0033316863|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02980||E3401900|SL01|270.000|ST||26/07/2023|0033316875|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|02990||E3430101|SL01|438.000|ST||26/07/2023|0033316945|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03000||E3432101|SL01|84.000|ST|X|26/07/2023|0033322759|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03001||E3432100|SL01|84.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|03010||E3432201|SL01|30.000|ST|X|26/07/2023|0033322804|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03011||E3432200|SL01|6.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|03012||E3432201|SL01|24.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|03020||E3432500|SL01|24.000|ST||26/07/2023|0033316996|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03030||E3432600|SL01|6.000|ST||26/07/2023|0033316995|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03040||E3432800|SL01|12.000|ST||26/07/2023|0033317031|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03050||E3445100|SL01|90.000|ST|X|26/07/2023|0033317084|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03060||E3445300|SL01|90.000|ST|X|26/07/2023|0033317092|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03070||E3458400|SL01|864.000|ST|X|26/07/2023|0033317132|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03080||E3458800|SL01|216.000|ST|X|26/07/2023|0033317189|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03090||E3459000|SL01|960.000|ST|X|26/07/2023|0033317195|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03100||E3459600|SL01|12.000|ST|X|26/07/2023|0033317139|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03110||E3460000|SL01|6.000|ST|X|26/07/2023|0033317226|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03120||E3460200|SL01|480.000|ST|X|26/07/2023|0033317231|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03130||E3460301|SL01|432.000|ST|X|26/07/2023|0033313307|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03131||E3460301|SL01|432.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|03140||E3460400|SL01|6.000|ST|X|26/07/2023|0033317277|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03150||E3460800|SL01|132.000|ST|X|26/07/2023|0033317278|00010|20|YKC1
850A|ES0OAA0|850A|4500067991|03151||E3460800|SL01|132.000|ST||26/07/2023||00000|20|YKC1
850A|ES0OAA0|850A|4500067991|03160||E3461200|SL01|444.000|ST|X|26/07/2023|0033317355|00010|20|YKC1
